"","LATITUDE","LONGITUDE"
"402064",40.752426,-73.984314
"402079",40.723095,-74.00593
"402092",40.75922,-73.98657
"402101",40.802254,-73.95325
"402111",40.73618,-73.98931
"402181",40.725986,-73.991936
"402183",40.717793,-73.9927
"402185",40.757942,-73.96318
"402233",40.715164,-73.989975
"402234",40.825794,-73.94893
"402272",40.731834,-73.985306
"402287",40.73389,-73.986465
"402288",40.760857,-73.97972
"402299",40.76506,-73.998085
"402300",40.7292,-73.97747
"402337",40.761635,-73.99234
"402366",40.736065,-73.984184
"402368",40.72245,-73.98059
"402398",40.7808,-73.954636
"402413",40.76426,-73.95752
"402437",40.726593,-73.995964
"402470",40.72525,-73.98346
"402471",40.739693,-73.98125
"402483",40.749542,-73.99691
"402489",40.80202,-73.955666
"402517",40.82546,-73.95349
"402552",40.729996,-74.00355
"402574",40.745617,-73.98758
"402579",40.801167,-73.94763
"402584",40.717857,-73.99618
"402618",40.719776,-74.00681
"402647",40.82335,-73.94913
"402649",40.782223,-73.971596
"402692",40.738644,-73.98751
"402695",40.789703,-73.97579
"402746",40.797733,-73.949425
"402752",40.810364,-73.9473
"402765",40.79789,-73.94981
"402801",40.731853,-73.983734
"402820",40.85206,-73.934784
"402843",40.758846,-73.97797
"402849",40.7878,-73.94953
"402873",40.742317,-73.99144
"402877",40.767918,-73.985725
"402905",40.748394,-73.98652
"402910",40.814754,-73.95896
"402911",40.762733,-73.9734
"402914",40.86706,-73.91978
"402925",40.710487,-73.98634
"402932",40.715702,-73.99029
"402937",40.733166,-74.01014
"402991",40.82432,-73.93712
"402993",40.719463,-74.00201
"402997",40.7389,-73.97931
"403018",40.802742,-73.953545
"403021",40.804382,-73.93954
"403026",40.791557,-73.93866
"403067",40.732437,-73.98302
"403092",40.777412,-73.96433
"403093",40.800392,-73.93523
"403127",40.738132,-74.00418
"403157",40.808903,-73.93835
"403225",40.766346,-73.956635
"403242",40.75908,-73.99013
"403270",40.759243,-73.96829
"403288",40.720432,-73.99987
"403327",40.82936,-73.94563
"403348",40.79869,-73.95351
"403351",40.74564,-73.97997
"403391",40.758736,-73.99241
"403422",40.824512,-73.94323
"403433",40.79952,-73.94376
"403465",40.725563,-73.98391
"403492",40.754673,-73.99344
"403501",40.734673,-73.99459
"403502",40.803074,-73.94894
"403623",40.74799,-73.98911
"403626",40.787045,-73.97759
"403637",40.83022,-73.94769
"403655",40.825645,-73.93874
"403706",40.72535,-73.9893
"403732",40.759975,-73.98835
"403750",40.7339,-74.00533
"403767",40.871727,-73.91825
"403853",40.780857,-73.958824
"403861",40.865818,-73.92651
"403917",40.795975,-73.97497
"403963",40.839294,-73.93925
"403995",40.78905,-73.97031
"404004",40.737415,-73.99259
"404030",40.75198,-73.98619
"404031",40.708828,-74.016205
"404044",40.73908,-74.00309
"404080",40.716267,-74.00132
"404082",40.80387,-73.9541
"404130",40.719467,-74.00438
"404145",40.81304,-73.949066
"404146",40.71123,-74.006485
"404153",40.75928,-73.967354
"404183",40.81126,-73.95039
"404212",40.804207,-73.96865
"404225",40.728012,-73.97909
"404243",40.78566,-73.98021
"404300",40.832695,-73.94972
"404316",40.7688,-73.99249
"404326",40.721806,-73.979034
"404343",40.710754,-74.00068
"404351",40.81419,-73.96069
"404392",40.73877,-73.97905
"404403",40.799007,-73.933235
"404428",40.72173,-73.98469
"404477",40.771133,-73.983475
"404481",40.72611,-73.97996
"404503",40.70837,-74.01481
"404527",40.78956,-73.97737
"404549",40.76515,-73.985115
"404587",40.721478,-73.97764
"404596",40.819717,-73.94048
"404617",40.815113,-73.95501
"404637",40.75503,-73.9728
"404643",40.734085,-73.98053
"404652",40.752537,-73.989525
"404653",40.82065,-73.93979
"404694",40.80124,-73.93764
"404704",40.80551,-73.938065
"404741",40.712406,-73.99307
"404767",40.7966,-73.97039
"404870",40.737137,-73.978325
"404879",40.759243,-73.9847
"404988",40.67808,-73.9709
"405013",40.719,-74.00518
"405032",40.7098,-74.01197
"405043",40.716457,-73.99466
"405056",40.78703,-73.948006
"405077",40.724075,-73.984375
"405078",40.761364,-73.976135
"405136",40.716827,-74.00646
"405140",40.732754,-73.981804
"405170",40.771225,-73.98759
"405171",40.731663,-74.00151
"405197",40.743305,-73.97244
"405230",40.829723,-73.94263
"405265",40.869267,-73.92052
"405266",40.76285,-73.98743
"405289",40.822086,-73.94016
"405362",40.739117,-73.98779
"405406",40.80483,-73.94842
"405442",40.8305,-73.94375
"405453",40.79123,-73.944916
"405502",40.796795,-73.93942
"405541",40.774498,-73.95375
"405577",40.752407,-73.97957
"405579",40.7509,-73.99812
"405583",40.732315,-74.00052
"405616",40.85922,-73.92275
"405649",40.76169,-73.988594
"405679",40.85906,-73.930954
"405693",40.813564,-73.951324
"405694",40.780064,-73.94705
"405720",40.864845,-73.922554
"405916",40.78449,-73.9815
"405953",40.7628,-73.99119
"405989",40.716846,-73.989555
"406015",40.760117,-73.98768
"406040",40.761257,-73.987526
"406092",40.818783,-73.942154
"406120",40.817543,-73.95694
"406160",40.71376,-73.9793
"406191",40.76435,-73.97508
"406261",40.747013,-73.98562
"406318",40.8007,-73.9487
"406323",40.796215,-73.94971
"406335",40.838474,-73.94375
"406351",40.862823,-73.92552
"406353",40.794697,-73.93637
"406420",40.799496,-73.93772
"406437",40.867634,-73.916595
"406438",40.743324,-73.984085
"406459",40.82157,-73.95456
"406476",40.86265,-73.928474
"406481",40.850567,-73.93713
"406482",40.761086,-73.9852
"406499",40.73715,-73.98859
"406532",40.712437,-73.99703
"406544",40.863346,-73.92666
"406565",40.835915,-73.946045
"406581",40.749874,-73.99517
"406625",40.76499,-73.98784
"406627",40.74788,-73.97543
"406677",40.8227,-73.9395
"406701",40.858753,-73.93161
"406718",40.733116,-73.98679
"406725",40.75953,-73.96984
"406740",40.731884,-73.99551
"406753",40.757435,-73.98964
"406766",40.75522,-73.96829
"406786",40.718983,-73.98891
"406799",40.865273,-73.91968
"406802",40.755108,-73.99133
"406814",40.716564,-73.98091
"406869",40.7128,-73.99712
"406880",40.85111,-73.94022
"406894",40.74058,-73.98144
"406901",40.80135,-73.936264
"406915",40.81095,-73.95301
"406927",40.722954,-73.99775
"406965",40.753384,-73.98065
"406982",40.7863,-73.95195
"407000",40.79099,-73.96518
"407012",40.79913,-73.96667
"407022",40.754314,-73.99068
"407034",40.81186,-73.9425
"407039",40.80363,-73.95348
"407074",40.75573,-73.990906
"407075",40.852303,-73.93988
"407081",40.75488,-73.99207
"407087",40.761257,-73.97592
"407096",40.83503,-73.94527
"407119",40.744984,-73.975746
"407136",40.786243,-73.968666
"407151",40.84092,-73.93751
"407220",40.836502,-73.941
"407254",40.820007,-73.93656
"407272",40.734333,-74.00249
"407275",40.748367,-73.988815
"407281",40.71984,-73.98324
"407286",40.74817,-73.983955
"407299",40.735153,-73.98945
"407304",40.729713,-74.01069
"407337",40.812366,-73.95702
"407350",40.71847,-74.00578
"407376",40.866104,-73.91915
"407380",40.83687,-73.93801
"407390",40.801807,-73.93424
"407395",40.83238,-73.940895
"407406",40.728138,-73.98105
"407408",40.742706,-73.99818
"407429",40.752453,-73.97441
"407435",40.822628,-73.94351
"407505",40.71352,-74.00822
"407521",40.719322,-73.99731
"407552",40.759575,-73.988106
"407560",40.75363,-73.97143
"407593",40.80314,-73.950226
"407594",40.739197,-73.98199
"407607",40.745285,-73.98874
"407609",40.725037,-73.97816
"407624",40.751522,-73.99191
"407636",40.747772,-73.978714
"407637",40.76047,-73.984634
"407662",40.787563,-73.97882
"407669",40.726536,-73.988365
"407670",40.7189,-74.01038
"407698",40.75736,-73.96361
"407753",40.740494,-73.99034
"407755",40.80156,-73.96626
"407768",40.804523,-73.95158
"407772",40.744343,-73.97482
"407776",40.76246,-73.99713
"407800",40.866444,-73.926254
"407819",40.81914,-73.93719
"407828",40.751537,-73.991905
"407843",40.799786,-73.968216
"407844",40.865654,-73.92694
"407850",40.837803,-73.94215
"407855",40.841965,-73.939026
"407859",40.776154,-73.98345
"407871",40.712006,-74.005775
"407915",40.794964,-73.95062
"407924",40.824066,-73.952774
"407951",40.85993,-73.92925
"408008",40.70862,-74.01512
"408009",40.740246,-73.99233
"408035",40.825603,-73.93863
"408082",40.74345,-73.9882
"408117",40.78659,-73.97457
"408121",40.771713,-73.94713
"408136",40.72192,-73.99004
"408137",40.753887,-73.99348
"408146",40.711018,-74.0108
"408151",40.813313,-73.94301
"408153",40.72552,-74.00761
"408188",40.79531,-73.93592
"408193",40.70808,-74.01445
"408207",40.859035,-73.93145
"408211",40.781406,-73.979614
"408212",40.853466,-73.93406
"408217",40.739098,-73.99323
"408236",40.75535,-73.96967
"408252",40.78205,-73.97982
"408257",40.71449,-73.991165
"408258",40.754326,-73.991905
"408315",40.754433,-73.98019
"408347",40.757988,-73.969185
"408367",40.73578,-73.98899
"408390",40.829647,-73.94439
"408402",40.74244,-73.982605
"408412",40.725475,-74.00215
"408431",40.759544,-73.98438
"408438",40.802246,-73.9369
"408461",40.75025,-73.99666
"408470",40.729343,-74.00366
"408526",40.83805,-73.94271
"408579",40.774403,-73.984695
"408604",40.7537,-73.98865
"408608",40.86753,-73.92164
"408613",40.863297,-73.92022
"408626",40.708454,-74.01741
"408639",40.75936,-73.98081
"408679",40.8117,-73.9527
"408687",40.74955,-73.97158
"408716",40.731064,-74.00142
"408729",40.866997,-73.91999
"408735",40.73584,-73.99794
"408741",40.74907,-73.97278
"408776",40.7482,-74.00144
"408777",40.710144,-74.002556
"408780",40.804348,-73.948006
"408783",40.823727,-73.94407
"408798",40.715534,-73.996506
"408808",40.72884,-73.99932
"408812",40.797367,-73.96053
"408825",40.753975,-73.9661
"408851",40.82298,-73.94636
"408871",40.761375,-73.97231
"408887",40.822235,-73.952286
"408912",40.781757,-73.983055
"408966",40.74803,-73.98906
"409031",40.76652,-73.98842
"409059",40.72414,-73.99902
"409102",40.80934,-73.9413
"409112",40.718758,-73.99048
"409120",40.74969,-73.99056
"409157",40.75162,-73.9921
"409158",40.754726,-73.993614
"409198",40.758083,-73.99288
"409200",40.757618,-73.96652
"409246",40.762604,-73.97847
"409249",40.758423,-73.969185
"409255",40.81054,-73.94419
"409309",40.728374,-73.99871
"409315",40.80317,-73.93459
"409326",40.746677,-73.98584
"409330",40.814224,-73.94953
"409343",40.752983,-73.989174
"409358",40.707485,-74.01317
"409363",40.756725,-73.964096
"409387",40.73893,-73.99572
"409396",40.721,-73.98791
"409411",40.78477,-73.976166
"409425",40.717148,-74.00292
"409431",40.744507,-73.98495
"409432",40.767914,-73.966156
"409442",40.719864,-73.98564
"409443",40.788273,-73.96847
"409448",40.738937,-73.99285
"409449",40.806652,-73.95566
"409450",40.81588,-73.95849
"409481",40.77738,-73.97665
"409482",40.723976,-74.00831
"409499",40.78517,-73.94332
"409505",40.8572,-73.93349
"409513",40.745995,-73.98424
"409521",40.731415,-73.984856
"409534",40.717567,-73.99327
"409541",40.81933,-73.93761
"409542",40.82136,-73.94054
"409548",40.866375,-73.92827
"409574",40.81977,-73.93673
"409588",40.73869,-73.99165
"409590",40.716396,-74.01094
"409672",40.787136,-73.97375
"409684",40.735935,-73.982346
"409705",40.80675,-73.95099
"409745",40.755116,-74.00248
"409755",40.744892,-73.98714
"409767",40.758293,-73.99273
"409823",40.74492,-73.98082
"409850",40.749374,-73.98387
"409884",40.711926,-74.0061
"409886",40.72077,-73.995384
"409895",40.769962,-73.982666
"409907",40.71073,-74.00608
"409933",40.727753,-74.0016
"409937",40.83219,-73.94942
"409956",40.738644,-73.98037
"409965",40.73724,-73.9864
"409980",40.73323,-73.989944
"409986",40.73939,-73.99209
"409992",40.80477,-73.94139
"410005",40.7454,-73.984695
"410006",40.808426,-73.943
"410009",40.798332,-73.9488
"410013",40.756493,-73.978676
"410032",40.833794,-73.94229
"410043",40.725918,-73.98363
"410083",40.71218,-73.99566
"410116",40.741688,-73.98017
"410125",40.72957,-73.986305
"410232",40.78911,-73.96656
"410241",40.713226,-74.00763
"410242",40.743465,-74.005424
"410256",40.743114,-73.98004
"410264",40.72369,-74.00543
"410282",40.74204,-73.97787
"410306",40.746155,-73.99275
"410307",40.814384,-73.94942
"410315",40.79272,-73.9771
"410345",40.83312,-73.94263
"410354",40.722527,-73.986115
"410384",40.796417,-73.93642
"410455",40.8166,-73.942764
"410479",40.71467,-73.98234
"410514",40.803524,-73.93942
"410524",40.70705,-74.01229
"410526",40.771023,-73.98217
"410535",40.843567,-73.93422
"410565",40.83785,-73.93639
"410577",40.85064,-73.940506
"410594",40.76411,-73.9885
"410613",40.808224,-73.93673
"410626",40.747395,-73.98322
"410633",40.71445,-74.006096
"410699",40.740837,-73.978775
"410704",40.85045,-73.93667
"410723",40.72894,-73.9768
"410736",40.753048,-73.99155
"410750",40.732227,-73.987976
"410766",40.73384,-74.01007
"410777",40.777782,-73.97854
"410812",40.758167,-73.99281
"410830",40.810722,-73.94459
"410912",40.73541,-73.97515
"410927",40.822483,-73.93902
"410950",40.86632,-73.92787
"410974",40.708378,-74.01121
"410983",40.71411,-74.00955
"410994",40.70724,-74.01392
"411002",40.721283,-73.993675
"411036",40.718544,-74.00072
"411055",40.761242,-73.97946
"411094",40.71677,-73.99575
"411114",40.808056,-73.950195
"411119",40.80358,-73.942276
"411137",40.741905,-73.98261
"411163",40.799202,-73.941216
"411172",40.72526,-73.99518
"411193",40.75459,-73.96787
"411206",40.75446,-73.9853
"411237",40.821445,-73.950386
"411281",40.753117,-73.98981
"411325",40.75217,-73.99139
"411346",40.81284,-73.95347
"411373",40.8072,-73.94417
"411381",40.75592,-73.98636
"411433",40.711304,-73.983765
"411450",40.829735,-73.938644
"411494",40.748646,-73.98505
"411509",40.73476,-73.99061
"411519",40.70792,-74.00697
"411549",40.837254,-73.940865
"411552",40.801632,-73.93435
"411564",40.72379,-73.998184
"411610",40.738808,-73.99578
"411673",40.71302,-73.99447
"411711",40.823006,-73.950676
"411719",40.741863,-73.98937
"411751",40.767494,-73.99345
"411795",40.760807,-73.99617
"411807",40.738754,-74.00647
"411836",40.78211,-73.955795
"411882",40.77733,-73.982056
"411890",40.716675,-73.9901
"411906",40.745712,-73.99169
"411910",40.747185,-73.9897
"411923",40.819397,-73.94443
"411954",40.70817,-74.00647
"411967",40.726543,-73.97534
"411983",40.711494,-73.99213
"412017",40.745026,-73.984314
"412018",40.71498,-74.0167
"412030",40.73337,-74.00258
"412052",40.802834,-73.93589
"412057",40.75183,-73.99466
"412077",40.744373,-74.003914
"412106",40.73693,-74.001335
"412123",40.754524,-73.979324
"412140",40.78911,-73.95068
"412149",40.80727,-73.94642
"412226",40.86637,-73.92039
"412263",40.847427,-73.931404
"412264",40.723793,-73.9881
"412269",40.737553,-74.00569
"412271",40.715767,-74.00659
"412289",40.824463,-73.94327
"412318",40.844135,-73.93752
"412322",40.737206,-73.97831
"412353",40.75214,-73.98981
"412389",40.76536,-73.98759
"412390",40.766888,-73.983315
"412410",40.770424,-73.964325
"412424",40.81126,-73.943985
"412439",40.75352,-73.97117
"412452",40.799015,-73.942535
"412476",40.814976,-73.94504
"412501",40.785397,-73.96928
"412581",40.85184,-73.934875
"412590",40.704567,-74.010635
"412597",40.776196,-73.949875
"412619",40.751484,-73.99769
"412624",40.853348,-73.934135
"412633",40.717407,-73.99908
"412648",40.8232,-73.94515
"412656",40.80327,-73.95812
"412688",40.756084,-73.99433
"412709",40.733032,-73.986595
"412713",40.827724,-73.940895
"412735",40.720745,-73.9953
"412744",40.85313,-73.93425
"412757",40.730434,-74.00908
"412779",40.826233,-73.935715
"412782",40.764317,-73.99579
"412784",40.83024,-73.936485
"412788",40.73301,-73.986496
"412798",40.76344,-73.97512
"412829",40.87173,-73.9154
"412856",40.76029,-73.98758
"412889",40.743813,-73.9833
"412918",40.70153,-74.012344
"412929",40.806034,-73.94256
"412952",40.798878,-73.94143
"412964",40.717922,-74.00459
"413012",40.829155,-73.94325
"413036",40.786476,-73.94447
"413072",40.758183,-73.98805
"413075",40.784477,-73.97153
"413099",40.742664,-73.99668
"413103",40.755962,-73.992714
"413108",40.74809,-73.979774
"413117",40.779922,-73.98068
"413122",40.7692,-73.990845
"413142",40.766243,-73.983215
"413150",40.859974,-73.92221
"413170",40.761036,-73.98702
"413179",40.804886,-73.938614
"413188",40.72693,-73.996666
"413237",40.80854,-73.94331
"413243",40.720673,-73.97824
"413256",40.704784,-74.01411
"413257",40.79841,-73.938995
"413387",40.720078,-74.00284
"413419",40.734783,-73.998726
"413438",40.725437,-73.99215
"413467",40.753284,-73.996376
"413504",40.77624,-73.97964
"413537",40.727238,-73.984436
"413575",40.74775,-73.99074
"413612",40.82077,-73.95459
"413631",40.79458,-73.97371
"413675",40.86344,-73.920845
"413677",40.708786,-74.00742
"413686",40.755836,-73.96781
"413695",40.843548,-73.936134
"413697",40.746616,-73.97438
"413705",40.721474,-74.00481
"413730",40.804054,-73.93664
"413740",40.739403,-73.98972
"413745",40.86406,-73.91922
"413762",40.799145,-73.972534
"413764",40.73211,-73.984344
"413765",40.782333,-73.97243
"413895",40.75856,-73.961464
"413908",40.79911,-73.96856
"413944",40.75639,-73.97209
"413999",40.73961,-73.99522
"414019",40.7357,-73.98252
"414071",40.705307,-74.00488
"414094",40.83862,-73.94214
"414121",40.864136,-73.929535
"414182",40.770515,-73.96845
"414184",40.790615,-73.97987
"414207",40.808624,-73.954216
"414245",40.711777,-73.99219
"414301",40.80835,-73.950935
"414314",40.75269,-73.983025
"414343",40.813385,-73.94511
"414388",40.799458,-73.94357
"414398",40.804688,-73.96635
"414414",40.7494,-73.99178
"414439",40.775677,-73.9647
"414447",40.74352,-73.97975
"414452",40.728573,-73.975624
"414458",40.822033,-73.94005
"414499",40.742363,-73.98177
"414504",40.762962,-73.98308
"414506",40.795326,-73.971306
"414509",40.79508,-73.93281
"414528",40.71767,-74.01578
"414547",40.760544,-73.987366
"414557",40.80755,-73.95291
"414562",40.76183,-73.987
"414593",40.77838,-73.98315
"414610",40.72346,-73.99387
"414620",40.72328,-74.00801
"414646",40.86814,-73.93042
"414654",40.86328,-73.92679
"414657",40.76021,-73.991356
"414658",40.827877,-73.93824
"414674",40.755756,-73.99087
"414702",40.70977,-74.0119
"414747",40.718697,-73.990814
"414760",40.797756,-73.93412
"414803",40.709427,-74.01111
"414841",40.758564,-73.98312
"414921",40.819527,-73.9555
"414949",40.75506,-73.97089
"414950",40.707397,-74.00623
"414962",40.706314,-74.007904
"415030",40.735794,-74.00156
"415039",40.712894,-73.99857
"415051",40.754417,-73.96578
"415071",40.86336,-73.925896
"415087",40.742462,-73.996826
"415115",40.716164,-73.99919
"415141",40.760433,-73.96949
"415154",40.75201,-73.970634
"415170",40.83594,-73.94745
"415177",40.721874,-73.988304
"415209",40.76251,-73.9743
"415236",40.866314,-73.9186
"415237",40.80926,-73.94305
"415341",40.825954,-73.94337
"415345",40.74669,-73.983734
"415350",40.818825,-73.938354
"415364",40.722435,-73.99607
"415369",40.725063,-73.99322
"415456",40.731464,-73.9825
"415477",40.72903,-73.99216
"415478",40.752438,-73.98819
"415498",40.756344,-73.99415
"415515",40.711063,-73.99669
"415534",40.724365,-73.99325
"415537",40.717278,-73.990944
"415554",40.727997,-73.98071
"415560",40.706604,-74.00841
"415562",40.785187,-73.975174
"415587",40.71378,-73.99796
"415613",40.745544,-73.97979
"415628",40.725845,-73.99448
"415741",40.741776,-73.98426
"415758",40.763634,-73.98885
"415776",40.760056,-73.97884
"415788",40.718044,-73.99605
"415789",40.744946,-73.985985
"415830",40.866432,-73.92834
"415863",40.74447,-74.0005
"415877",40.8674,-73.92205
"415908",40.75616,-73.9726
"415946",40.704338,-74.00925
"415955",40.748627,-73.985054
"415961",40.826458,-73.938194
"415976",40.760483,-73.97793
"415992",40.75517,-73.995
"415997",40.752327,-73.97217
"416020",40.72063,-73.98012
"416060",40.74029,-73.98457
"416082",40.775578,-73.98388
"416100",40.732872,-73.99
"416116",40.80929,-73.94122
"416163",40.86448,-73.918976
"416206",40.718266,-74.00706
"416282",40.71699,-74.014305
"416308",40.745644,-73.98238
"416341",40.70998,-74.00601
"416384",40.776726,-73.98212
"416391",40.723362,-73.984634
"416392",40.766296,-73.98783
"416430",40.821068,-73.94617
"416451",40.74469,-73.98923
"416465",40.7576,-73.96946
"416478",40.855118,-73.9383
"416481",40.71751,-73.991776
"416483",40.811413,-73.93652
"416516",40.750427,-73.97681
"416517",40.81437,-73.937454
"416558",40.812557,-73.941986
"416580",40.7868,-73.95318
"416587",40.860863,-73.9202
"416646",40.758278,-73.99017
"416664",40.719055,-74.003456
"416672",40.728886,-73.999275
"416678",40.847996,-73.9347
"416686",40.72354,-73.97757
"416697",40.75416,-73.990364
"416710",40.86803,-73.921455
"416712",40.80741,-73.93866
"416716",40.754387,-73.98702
"416754",40.78015,-73.98534
"416781",40.738853,-74.00971
"416803",40.748207,-73.98993
"416804",40.820873,-73.94516
"416806",40.737923,-73.9838
"416826",40.790363,-73.965645
"416827",40.760334,-73.989204
"416836",40.716732,-73.99575
"416837",40.72966,-73.98267
"416876",40.814552,-73.95732
"416898",40.782265,-73.97227
"416942",40.784527,-73.979485
"416957",40.749775,-73.98181
"416975",40.72547,-73.98396
"416976",40.740604,-73.991325
"416977",40.717678,-74.00578
"417017",40.79818,-73.93381
"417035",40.75964,-73.98806
"417037",40.731407,-73.99698
"417078",40.762486,-73.96879
"417087",40.797894,-73.93583
"417148",40.75208,-73.983444
"417189",40.824978,-73.94781
"417255",40.729687,-73.988434
"417284",40.7134,-74.00464
"417285",40.850586,-73.93714
"417290",40.722977,-73.982765
"417311",40.747578,-73.97661
"417325",40.794827,-73.97624
"417361",40.786297,-73.97975
"417370",40.717087,-74.00384
"417377",40.7232,-73.98272
"417388",40.76925,-73.98886
"417427",40.72538,-74.00011
"417438",40.75422,-73.99425
"417458",40.74405,-73.989655
"417527",40.825947,-73.949295
"417553",40.727207,-73.97884
"417577",40.748497,-73.990616
"417619",40.80172,-73.96279
"417647",40.798935,-73.93637
"417685",40.771694,-73.95919
"417690",40.775715,-73.98003
"417705",40.763504,-73.96155
"417706",40.80297,-73.93844
"417721",40.76392,-73.97837
"417751",40.73928,-73.98975
"417755",40.798164,-73.967384
"417772",40.800865,-73.96539
"417783",40.74746,-73.98948
"417825",40.766766,-73.97119
"417833",40.83277,-73.94379
"417853",40.750156,-73.97094
"417889",40.738995,-73.97955
"417890",40.750626,-73.97008
"417899",40.75164,-73.98202
"417907",40.764645,-73.97794
"417908",40.808556,-73.937546
"417935",40.72123,-73.98397
"417966",40.824738,-73.95435
"417971",40.85285,-73.93862
"418025",40.851154,-73.93717
"418079",40.79628,-73.93201
"418092",40.744972,-73.99186
"418100",40.802227,-73.950195
"418124",40.754993,-73.98042
"418135",40.79873,-73.94156
"418144",40.78938,-73.947426
"418159",40.76157,-73.98291
"418207",40.744522,-73.99164
"418252",40.739456,-73.988594
"418270",40.760323,-73.97559
"418317",40.716736,-73.99883
"418328",40.726955,-74.003456
"418349",40.792244,-73.94419
"418430",40.80803,-73.93819
"418441",40.79591,-73.93738
"418453",40.752445,-73.99701
"418467",40.798573,-73.93662
"418477",40.74958,-73.975334
"418516",40.815475,-73.954735
"418545",40.867863,-73.917114
"418551",40.764503,-73.97551
"418560",40.775642,-73.958405
"418567",40.855343,-73.92864
"418570",40.763832,-73.97812
"418596",40.759346,-73.98453
"418630",40.740665,-73.995155
"418640",40.755074,-73.98067
"418666",40.755302,-73.97536
"418670",40.84231,-73.93515
"418686",40.712196,-73.99567
"418687",40.764168,-73.98474
"418705",40.75308,-73.98117
"418707",40.713455,-73.98178
"418709",40.737415,-73.98532
"418710",40.755505,-73.97943
"418734",40.70375,-74.00706
"418746",40.806355,-73.953964
"418758",40.8005,-73.952515
"418783",40.75817,-73.96259
"418817",40.828827,-73.94497
"418843",40.816578,-73.94676
"418880",40.864723,-73.92293
"418927",40.755997,-73.9944
"418966",40.73988,-73.985634
"418976",40.74692,-73.97122
"418980",40.72077,-74.0059
"418986",40.72258,-73.99317
"419000",40.74811,-73.987785
"419048",40.72344,-73.985435
"419118",40.714363,-74.000465
"419160",40.74043,-73.98945
"419182",40.755875,-73.99246
"419200",40.800423,-73.95191
"419216",40.723522,-73.97752
"419232",40.710785,-74.00603
"419241",40.79521,-73.93304
"419275",40.796516,-73.93451
"419283",40.703976,-74.01025
"419308",40.80539,-73.93386
"419320",40.750645,-73.97665
"419331",40.760487,-73.99113
"419361",40.82725,-73.9387
"419375",40.78611,-73.97618
"419386",40.721012,-73.98708
"419387",40.718884,-74.00232
"419415",40.763195,-73.99289
"419473",40.849567,-73.93175
"419505",40.79622,-73.93525
"419513",40.765594,-73.98233
"419543",40.809853,-73.936676
"419551",40.745087,-73.982796
"419566",40.825882,-73.951225
"419571",40.731766,-73.98225
"419585",40.706394,-74.00635
"419598",40.704823,-74.006905
"419617",40.803345,-73.956894
"419665",40.75386,-73.98482
"419677",40.76176,-73.98294
"419681",40.743465,-73.97864
"419693",40.809658,-73.94998
"419731",40.76194,-73.99882
"419767",40.744522,-73.98695
"419840",40.79725,-73.937614
"419869",40.7494,-73.99549
"419870",40.75929,-73.992004
"419874",40.756157,-73.99125
"419875",40.871185,-73.91206
"419887",40.72175,-73.97511
"419932",40.74244,-73.98004
"419953",40.734062,-73.99977
"419960",40.722496,-73.98726
"419994",40.81776,-73.94745
"420010",40.749336,-73.984665
"420019",40.83304,-73.9419
"420060",40.751976,-73.96938
"420077",40.739178,-73.991325
"420082",40.738792,-73.991585
"420106",40.74593,-73.988335
"420130",40.749336,-73.976944
"420141",40.771633,-73.98469
"420155",40.72754,-74.0073
"420169",40.81401,-73.94466
"420193",40.75537,-73.98746
"420219",40.758003,-73.985756
"420265",40.87037,-73.91461
"420304",40.72611,-73.97427
"420314",40.73872,-73.99234
"420325",40.78353,-73.95137
"420341",40.757793,-73.99111
"420353",40.71574,-74.00729
"420373",40.760155,-73.96762
"420412",40.830456,-73.94378
"420413",40.81445,-73.93764
"420424",40.746975,-73.983185
"420431",40.719604,-73.98862
"420462",40.727818,-73.99476
"420481",40.755756,-73.994576
"420504",40.80402,-73.938705
"420524",40.809967,-73.95504
"420533",40.714436,-73.99179
"420540",40.771782,-73.96544
"420545",40.714058,-74.00775
"420564",40.718475,-73.9996
"420656",40.82156,-73.95453
"420675",40.754692,-73.96811
"420726",40.745876,-73.97641
"420752",40.80003,-73.954865
"420767",40.803436,-73.95236
"420797",40.72906,-73.9771
"420807",40.827145,-73.951904
"420818",40.833344,-73.94315
"420827",40.71526,-74.01461
"420847",40.718124,-74.00083
"420873",40.752556,-73.98579
"420969",40.75901,-73.98852
"421006",40.795925,-73.972725
"421072",40.7364,-73.99458
"421092",40.798523,-73.95311
"421119",40.708225,-74.00654
"421125",40.763474,-73.99641
"421153",40.70503,-74.013336
"421181",40.737877,-73.97689
"421202",40.872112,-73.91628
"421222",40.80179,-73.95123
"421237",40.72915,-73.999084
"421241",40.798225,-73.94067
"421242",40.850216,-73.9359
"421297",40.86,-73.92911
"421307",40.74239,-73.9838
"421317",40.758827,-73.99553
"421326",40.83328,-73.93916
"421357",40.737556,-74.00952
"421367",40.720104,-73.99415
"421374",40.723064,-73.99302
"421378",40.732254,-73.99636
"421379",40.72132,-73.98804
"421393",40.72709,-73.97665
"421396",40.792152,-73.94011
"421423",40.867527,-73.92343
"421476",40.708035,-74.01766
"421484",40.81351,-73.94738
"421529",40.716553,-73.993095
"421558",40.7836,-73.971405
"421579",40.7438,-73.98373
"421586",40.734905,-73.981476
"421614",40.757362,-73.96068
"421633",40.801502,-73.93663
"421657",40.747463,-73.99004
"421698",40.815678,-73.95703
"421704",40.81963,-73.946075
"421708",40.732822,-73.98752
"421733",40.81344,-73.94135
"421737",40.85977,-73.93113
