"","LATITUDE","LONGITUDE"
"360001",40.71793,-74.00099
"360007",40.808857,-73.96586
"360013",40.72278,-74.00189
"360026",40.720253,-73.98734
"360027",40.75509,-73.99447
"360038",40.80885,-73.95404
"360042",40.732445,-73.99129
"360047",40.74906,-73.98606
"360050",40.746483,-73.99161
"360061",40.73552,-73.99399
"360062",40.70812,-73.999435
"360076",40.769234,-73.98887
"360129",40.723278,-73.9898
"360134",40.73441,-73.980286
"360143",40.74462,-74.0027
"360169",40.749302,-73.9769
"360183",40.810993,-73.95429
"360185",40.737545,-73.98409
"360199",40.721638,-74.01192
"360219",40.729427,-73.97801
"360240",40.707214,-74.002754
"360247",40.75652,-73.966606
"360254",40.71551,-73.99814
"360269",40.741898,-73.99353
"360281",40.80587,-73.95281
"360299",40.76118,-73.98319
"360312",40.75951,-73.98813
"360321",40.722973,-74.01165
"360332",40.72138,-73.9949
"360347",40.74047,-73.99829
"360350",40.81404,-73.9367
"360366",40.867275,-73.91922
"360385",40.719128,-74.00694
"360388",40.84706,-73.93818
"360400",40.72043,-74.00476
"360412",40.78994,-73.98036
"360413",40.866062,-73.92251
"360425",40.79495,-73.96971
"360455",40.801376,-73.93633
"360466",40.715996,-74.0071
"360468",40.726692,-73.99946
"360478",40.758644,-73.96375
"360501",40.76141,-73.99048
"360502",40.76081,-73.9872
"360522",40.75879,-73.98949
"360525",40.789932,-73.94678
"360528",40.725582,-73.989876
"360530",40.798058,-73.97189
"360544",40.756763,-73.96914
"360565",40.758186,-73.98025
"360571",40.755013,-73.9914
"360573",40.741936,-73.9846
"360588",40.71671,-73.99579
"360621",40.73242,-73.98174
"360622",40.72439,-73.99253
"360638",40.725986,-74.0091
"360643",40.78795,-73.93819
"360657",40.72709,-73.98778
"360661",40.81413,-73.94827
"360693",40.8468,-73.931854
"360724",40.73959,-74.009605
"360739",40.748432,-73.982475
"360761",40.745842,-73.99196
"360762",40.864265,-73.916664
"360767",40.837284,-73.9468
"360771",40.755154,-73.991325
"360794",40.749813,-73.995186
"360799",40.76784,-73.98341
"360800",40.76623,-73.98385
"360828",40.7292,-73.977425
"360871",40.814034,-73.946625
"360878",40.743942,-73.983635
"360883",40.709984,-74.00983
"360892",40.80545,-73.965775
"360909",40.80399,-73.96033
"360937",40.777855,-73.981964
"360938",40.78262,-73.98315
"360954",40.723198,-73.99395
"360963",40.85021,-73.93983
"360965",40.72893,-73.98848
"360975",40.731274,-73.99404
"360984",40.83473,-73.940674
"361012",40.763252,-73.97464
"361013",40.77122,-73.98179
"361029",40.853714,-73.92681
"361049",40.789635,-73.94609
"361058",40.726933,-73.99992
"361083",40.702755,-74.01235
"361088",40.761436,-73.99577
"361090",40.722717,-73.97935
"361091",40.76351,-73.9871
"361097",40.733814,-73.97722
"361104",40.71004,-74.01252
"361116",40.789474,-73.9574
"361121",40.724144,-73.988495
"361122",40.706963,-74.00713
"361128",40.71137,-74.00862
"361153",40.751015,-73.984764
"361196",40.74463,-73.99898
"361226",40.786266,-73.94857
"361244",40.84787,-73.93641
"361247",40.77696,-73.959564
"361249",40.75503,-73.98665
"361261",40.787827,-73.9775
"361286",40.743702,-73.97332
"361291",40.74939,-73.98389
"361297",40.753242,-73.96662
"361306",40.72607,-74.00991
"361307",40.762814,-73.97568
"361363",40.72601,-73.97968
"361374",40.78917,-73.95275
"361379",40.822018,-73.95368
"361385",40.736576,-73.977905
"361388",40.765106,-73.97904
"361399",40.73815,-74.00848
"361400",40.8662,-73.92807
"361410",40.739315,-73.99008
"361428",40.762154,-73.97207
"361464",40.806736,-73.94515
"361469",40.786552,-73.94072
"361471",40.802074,-73.93912
"361478",40.80864,-73.93964
"361481",40.795963,-73.97084
"361488",40.77265,-73.97928
"361514",40.84168,-73.93934
"361515",40.758846,-73.96562
"361537",40.759483,-73.99186
"361550",40.733612,-73.999565
"361558",40.796772,-73.934845
"361562",40.725143,-73.97948
"361586",40.702408,-74.01283
"361609",40.80805,-73.936295
"361631",40.80484,-73.94061
"361654",40.73184,-73.9837
"361658",40.77951,-73.97728
"361693",40.86811,-73.91976
"361694",40.706013,-74.00882
"361701",40.77691,-73.95748
"361703",40.80525,-73.95522
"361724",40.74388,-73.98157
"361728",40.826992,-73.94779
"361729",40.760345,-73.99318
"361734",40.72054,-73.98899
"361736",40.8654,-73.921104
"361764",40.744476,-73.98744
"361767",40.72098,-73.99051
"361798",40.746033,-73.9768
"361811",40.77089,-73.991005
"361816",40.750828,-74.00189
"361819",40.803467,-73.93739
"361835",40.75143,-73.98031
"361854",40.79552,-73.93217
"361864",40.729847,-73.99143
"361872",40.799522,-73.9664
"361873",40.822174,-73.95211
"361878",40.782158,-73.95787
"361911",40.723026,-73.98896
"361950",40.710396,-74.00561
"361956",40.744373,-73.98084
"361991",40.719067,-73.99336
"362010",40.724575,-73.990616
"362030",40.754974,-73.976524
"362044",40.719307,-73.97723
"362060",40.75935,-73.98887
"362065",40.73811,-73.99272
"362066",40.798603,-73.94798
"362089",40.834114,-73.941124
"362093",40.813816,-73.95665
"362098",40.771008,-73.9618
"362101",40.73764,-73.98613
"362103",40.808716,-73.93597
"362119",40.752743,-73.97511
"362121",40.766483,-73.98022
"362139",40.71595,-73.99737
"362144",40.76428,-73.9921
"362169",40.803024,-73.93632
"362179",40.80124,-73.94183
"362205",40.780956,-73.96121
"362262",40.73582,-73.98957
"362295",40.813625,-73.941826
"362296",40.70808,-74.00341
"362301",40.749218,-73.98192
"362302",40.755234,-73.983826
"362315",40.720116,-74.01019
"362320",40.770817,-73.99269
"362335",40.82819,-73.93705
"362347",40.72488,-73.97827
"362348",40.803963,-73.9576
"362358",40.774956,-73.96102
"362387",40.722336,-73.98805
"362390",40.7976,-73.950905
"362411",40.763256,-73.97796
"362421",40.732307,-73.99015
"362430",40.722553,-74.00141
"362437",40.721905,-73.993416
"362443",40.737873,-73.98485
"362461",40.795456,-73.96564
"362462",40.71008,-74.01639
"362493",40.767006,-73.98355
"362503",40.857693,-73.931046
"362506",40.820004,-73.95888
"362516",40.80812,-73.96011
"362529",40.765026,-73.9632
"362533",40.762638,-73.982155
"362567",40.734596,-73.98435
"362568",40.739475,-73.995964
"362624",40.821815,-73.94266
"362632",40.749416,-73.98287
"362643",40.720627,-74.00522
"362651",40.850166,-73.93576
"362653",40.81574,-73.95456
"362656",40.715652,-73.98689
"362657",40.756344,-73.99169
"362695",40.765907,-73.992744
"362732",40.759727,-73.99169
"362739",40.782597,-73.983055
"362742",40.80123,-73.9577
"362755",40.79794,-73.93711
"362807",40.81378,-73.94219
"362829",40.753647,-73.97141
"362861",40.82326,-73.95277
"362865",40.755554,-73.98982
"362876",40.789055,-73.94861
"362884",40.843502,-73.93799
"362891",40.802383,-73.95056
"362903",40.76029,-73.98016
"362932",40.727875,-73.985954
"362943",40.740654,-73.98602
"362950",40.768787,-73.98991
"362964",40.820038,-73.94665
"362967",40.767014,-73.97943
"362981",40.82902,-73.94485
"363001",40.789585,-73.97549
"363009",40.758263,-73.96488
"363024",40.732162,-73.99431
"363025",40.755352,-73.98374
"363079",40.730732,-73.985214
"363081",40.712696,-73.99878
"363092",40.788994,-73.94656
"363115",40.74592,-73.986404
"363127",40.757,-73.97938
"363144",40.74456,-73.971375
"363171",40.865547,-73.92728
"363208",40.747013,-73.98706
"363210",40.777,-73.96164
"363218",40.719124,-74.001495
"363224",40.76737,-73.98445
"363225",40.769844,-73.96686
"363303",40.794235,-73.962814
"363358",40.7291,-73.99369
"363370",40.75106,-73.98871
"363401",40.721092,-73.99373
"363429",40.74573,-73.98022
"363440",40.765003,-73.974686
"363449",40.763664,-73.95609
"363461",40.747894,-73.989174
"363487",40.762917,-73.98566
"363501",40.759403,-73.9754
"363522",40.728943,-73.981445
"363552",40.771446,-73.99425
"363573",40.822227,-73.94259
"363653",40.798626,-73.93953
"363669",40.779964,-73.98438
"363674",40.773388,-73.96428
"363702",40.734436,-73.98637
"363722",40.74189,-73.97679
"363725",40.745487,-73.989235
"363727",40.76745,-73.99062
"363730",40.737816,-73.98809
"363733",40.75795,-73.9632
"363752",40.760036,-73.991455
"363754",40.796463,-73.93438
"363770",40.703598,-74.0144
"363778",40.75069,-73.98712
"363779",40.848286,-73.93536
"363796",40.731163,-73.99193
"363809",40.706448,-74.01277
"363826",40.759438,-73.97654
"363869",40.803123,-73.93623
"363891",40.72745,-73.99058
"363899",40.799618,-73.95144
"363905",40.78459,-73.94198
"363964",40.749992,-73.984245
"364047",40.709423,-74.00516
"364062",40.75144,-73.97397
"364075",40.754612,-73.98801
"364083",40.765114,-73.974945
"364094",40.757698,-73.9694
"364105",40.84533,-73.942345
"364150",40.75909,-73.96547
"364202",40.812813,-73.94955
"364251",40.764652,-73.9844
"364252",40.77018,-73.947655
"364271",40.778534,-73.98356
"364284",40.802116,-73.9361
"364309",40.718983,-73.97559
"364324",40.81789,-73.93999
"364351",40.851795,-73.93011
"364372",40.735386,-73.98777
"364382",40.713497,-73.99683
"364386",40.78424,-73.97491
"364465",40.720665,-74.009186
"364474",40.818516,-73.93765
"364480",40.82538,-73.94006
"364496",40.784584,-73.975716
"364518",40.827057,-73.95202
"364522",40.816505,-73.939125
"364537",40.74852,-73.99447
"364581",40.75167,-73.98222
"364594",40.804447,-73.94166
"364606",40.74611,-73.98207
"364628",40.715107,-74.00782
"364637",40.772705,-73.949486
"364641",40.730545,-74.00906
"364719",40.8215,-73.95841
"364730",40.738754,-74.003456
"364763",40.72005,-73.993195
"364816",40.810173,-73.937416
"364838",40.71983,-73.98755
"364840",40.86755,-73.93034
"364864",40.725468,-73.98092
"364883",40.727,-73.98882
"364891",40.848038,-73.93285
"364904",40.7757,-73.95628
"364913",40.734936,-73.98155
"364921",40.73931,-73.97986
"364940",40.75598,-74.00183
"364942",40.759785,-73.976295
"364945",40.773598,-73.9578
"364948",40.76525,-73.995094
"364957",40.736988,-73.99006
"364958",40.76882,-73.97059
"364973",40.706722,-74.00679
"365008",40.79801,-73.937035
"365018",40.818703,-73.94003
"365023",40.715748,-74.00973
"365040",40.73255,-73.98165
"365053",40.792725,-73.973206
"365057",40.763226,-73.97378
"365061",40.750786,-74.00564
"365120",40.74468,-73.99303
"365139",40.75533,-73.99119
"365168",40.76458,-73.97784
"365174",40.871754,-73.913345
"365227",40.740368,-74.00526
"365258",40.77437,-73.963554
"365290",40.805824,-73.95436
"365293",40.763077,-73.976364
"365299",40.749958,-73.97715
"365306",40.729977,-73.99407
"365324",40.824455,-73.949814
"365329",40.72038,-73.98728
"365343",40.74896,-73.975784
"365381",40.71624,-74.00692
"365393",40.751793,-73.994576
"365429",40.762707,-73.98322
"365430",40.861866,-73.91842
"365452",40.70966,-74.0097
"365464",40.769737,-73.96271
"365504",40.75186,-73.99372
"365522",40.745617,-73.99082
"365530",40.715446,-74.0019
"365552",40.714077,-73.98985
"365587",40.769962,-73.982124
"365590",40.79656,-73.97226
"365617",40.837074,-73.944305
"365618",40.76133,-73.97007
"365620",40.743923,-73.99208
"365653",40.7244,-74.00605
"365662",40.725704,-74.0062
"365679",40.743446,-74.00355
"365682",40.795715,-73.935616
"365696",40.70619,-74.00917
"365826",40.757202,-73.9838
"365853",40.7663,-73.98401
"365856",40.818172,-73.95649
"365865",40.716454,-74.01306
"365866",40.797943,-73.94003
"365880",40.717007,-73.99671
"365935",40.711216,-74.0151
"365940",40.7342,-74.00338
"365942",40.743916,-73.98788
"365967",40.737274,-73.99029
"365993",40.777504,-73.954956
"365998",40.795662,-73.93568
"366007",40.77786,-73.945724
"366015",40.75099,-73.98475
"366034",40.71872,-74.00093
"366038",40.74485,-73.98299
"366043",40.797306,-73.93446
"366080",40.715866,-73.99837
"366091",40.824207,-73.94517
"366094",40.822163,-73.94242
"366100",40.82057,-73.94641
"366126",40.742397,-73.991585
"366155",40.765568,-73.98745
"366158",40.815605,-73.94038
"366202",40.728073,-73.99454
"366203",40.767376,-73.98982
"366227",40.755417,-73.99111
"366255",40.74665,-73.98815
"366257",40.783936,-73.95235
"366269",40.79157,-73.94678
"366272",40.804024,-73.95656
"366294",40.796642,-73.96848
"366304",40.7027,-74.01262
"366308",40.737537,-74.00457
"366328",40.77912,-73.984985
"366340",40.76425,-73.95551
"366359",40.801876,-73.94527
"366372",40.78357,-73.94759
"366411",40.752644,-74.00428
"366416",40.739872,-73.996895
"366438",40.741055,-73.99786
"366481",40.762825,-73.979645
"366542",40.869247,-73.91543
"366575",40.70412,-74.01319
"366587",40.782646,-73.97315
"366588",40.80328,-73.93612
"366594",40.72545,-73.99305
"366597",40.748337,-73.99258
"366627",40.741024,-73.97862
"366663",40.865135,-73.91959
"366680",40.74101,-73.995964
"366693",40.735294,-73.99834
"366720",40.710464,-73.986626
"366735",40.738316,-73.98563
"366749",40.86627,-73.929436
"366753",40.797264,-73.93633
"366767",40.76089,-73.996414
"366774",40.76,-73.96774
"366787",40.752243,-73.97971
"366804",40.799503,-73.9627
"366816",40.714535,-74.008804
"366831",40.82561,-73.9399
"366839",40.804935,-73.95499
"366852",40.746204,-73.9967
"366882",40.7366,-73.98185
"366899",40.71609,-73.99921
"366925",40.73884,-73.98524
"366933",40.77716,-73.98029
"366936",40.75267,-73.99061
"366945",40.717056,-73.99027
"366971",40.84817,-73.93315
"366972",40.866856,-73.92354
"366988",40.754936,-73.98404
"366994",40.736633,-73.989235
"367014",40.748146,-73.983894
"367029",40.76399,-73.958786
"367037",40.746777,-73.97444
"367043",40.712532,-74.007675
"367044",40.739506,-73.99109
"367046",40.75125,-73.97765
"367066",40.78961,-73.97362
"367069",40.76088,-73.973076
"367076",40.72266,-73.997986
"367085",40.74324,-73.9936
"367088",40.773098,-73.96448
"367103",40.753384,-73.992615
"367116",40.82476,-73.941795
"367117",40.778183,-73.98858
"367119",40.865562,-73.920616
"367122",40.7601,-73.98482
"367123",40.718105,-74.004944
"367130",40.83567,-73.943695
"367144",40.72757,-73.99086
"367150",40.7478,-73.98923
"367151",40.777542,-73.957016
"367159",40.789673,-73.96986
"367181",40.72983,-74.010666
"367185",40.753513,-73.98685
"367215",40.725582,-74.004745
"367216",40.791084,-73.953445
"367217",40.824562,-73.93814
"367236",40.818016,-73.94546
"367252",40.736576,-73.97787
"367253",40.746864,-74.002205
"367271",40.853226,-73.93136
"367284",40.783768,-73.98194
"367308",40.742252,-74.00071
"367312",40.765945,-73.98343
"367341",40.80083,-73.94422
"367352",40.76399,-73.97853
"367373",40.810627,-73.95828
"367403",40.749195,-73.98642
"367407",40.766476,-73.986755
"367411",40.802444,-73.938835
"367422",40.75228,-73.9897
"367426",40.749973,-74.002525
"367479",40.763363,-73.98283
"367504",40.75928,-73.959274
"367510",40.72044,-73.99442
"367560",40.75636,-73.96624
"367565",40.738914,-74.000565
"367601",40.82067,-73.95467
"367605",40.72457,-73.9997
"367607",40.76661,-73.965
"367615",40.743484,-73.99422
"367618",40.741993,-73.99346
"367633",40.769928,-73.98258
"367664",40.73842,-73.980095
"367665",40.721626,-73.99951
"367666",40.815933,-73.939545
"367687",40.726097,-73.97993
"367688",40.815254,-73.941536
"367690",40.752396,-73.97233
"367718",40.72468,-73.984
"367719",40.779774,-73.980774
"367724",40.80928,-73.949036
"367732",40.70528,-74.01782
"367760",40.717453,-73.99596
"367765",40.73696,-73.98451
"367774",40.734947,-73.98807
"367777",40.826427,-73.950455
"367794",40.771065,-73.95965
"367813",40.729046,-74.01073
"367815",40.71062,-73.98534
"367850",40.74615,-73.99652
"367890",40.755215,-73.98504
"367912",40.720753,-73.98041
"367966",40.71197,-73.99778
"368001",40.72889,-73.98745
"368029",40.812725,-73.94931
"368038",40.72151,-74.00452
"368055",40.74893,-73.98573
"368065",40.80907,-73.94455
"368085",40.79157,-73.94469
"368088",40.718487,-74.002655
"368093",40.72216,-73.996185
"368094",40.748566,-73.97814
"368111",40.755505,-73.970985
"368119",40.844814,-73.93333
"368121",40.74611,-73.97784
"368202",40.776814,-73.977356
"368214",40.739567,-73.97704
"368217",40.732727,-73.97451
"368222",40.735504,-74.00838
"368231",40.75812,-73.98791
"368265",40.75881,-73.97783
"368271",40.75853,-73.967514
"368273",40.803257,-73.938255
"368274",40.756523,-73.98411
"368290",40.784153,-73.97465
"368303",40.789734,-73.942406
"368315",40.76212,-73.991516
"368317",40.764202,-73.9554
"368321",40.72484,-73.986176
"368331",40.80016,-73.93538
"368365",40.720837,-73.997665
"368374",40.750282,-73.97186
"368381",40.744865,-73.99347
"368399",40.731983,-73.98404
"368427",40.80066,-73.9544
"368448",40.825817,-73.95302
"368453",40.781853,-73.98129
"368461",40.72908,-74.002495
"368488",40.721645,-73.98756
"368493",40.74515,-73.99608
"368494",40.716015,-74.00883
"368555",40.756653,-73.97858
"368560",40.750256,-73.98492
"368567",40.869034,-73.91728
"368588",40.73705,-73.98654
"368614",40.79559,-73.96927
"368615",40.763653,-73.99709
"368633",40.757435,-73.969604
"368658",40.788685,-73.9555
"368664",40.804253,-73.96293
"368665",40.806828,-73.943275
"368670",40.81124,-73.95224
"368673",40.81042,-73.93998
"368699",40.810513,-73.95279
"368710",40.77428,-73.97738
"368711",40.719845,-74.00741
"368723",40.822205,-73.9439
"368749",40.785244,-73.953514
"368783",40.739086,-73.99139
"368788",40.708267,-74.00824
"368802",40.802887,-73.94381
"368818",40.714645,-74.00994
"368823",40.73952,-73.986855
"368850",40.760548,-73.98739
"368880",40.72141,-73.99498
"368891",40.832764,-73.94583
"368896",40.783257,-73.97858
"368942",40.714832,-74.00621
"368959",40.717873,-73.98619
"368961",40.812695,-73.939644
"368997",40.80804,-73.93826
"369003",40.718685,-73.99051
"369033",40.7952,-73.949234
"369062",40.707485,-74.009895
"369067",40.727966,-74.00005
"369068",40.76715,-73.97976
"369088",40.807503,-73.94279
"369107",40.744827,-73.9896
"369115",40.72719,-73.98806
"369120",40.74959,-74.00279
"369121",40.814358,-73.94067
"369162",40.78191,-73.981
"369166",40.77648,-73.949684
"369174",40.739918,-73.979416
"369180",40.786705,-73.977844
"369182",40.71697,-74.00765
"369226",40.764988,-73.96116
"369232",40.74506,-73.9745
"369252",40.729378,-73.98402
"369286",40.721874,-73.987434
"369287",40.803104,-73.95825
"369322",40.76891,-73.98501
"369323",40.79896,-73.95938
"369338",40.76161,-73.99032
"369348",40.806408,-73.94016
"369349",40.751328,-73.990395
"369374",40.7528,-73.98931
"369379",40.738316,-73.98773
"369393",40.827152,-73.946205
"369415",40.75128,-73.991295
"369424",40.73914,-73.98294
"369432",40.757996,-73.96314
"369466",40.84904,-73.93758
"369467",40.7252,-73.98706
"369470",40.737343,-73.979675
"369499",40.74643,-73.99023
"369513",40.858562,-73.92832
"369567",40.756996,-73.99366
"369573",40.73827,-73.99617
"369580",40.73166,-73.98545
"369581",40.736416,-73.978836
"369593",40.848938,-73.93708
"369606",40.74103,-73.99233
"369612",40.86197,-73.925
"369660",40.74763,-73.986664
"369678",40.749485,-73.97539
"369703",40.855953,-73.927055
"369713",40.865047,-73.9242
"369721",40.851364,-73.94106
"369728",40.840847,-73.937386
"369843",40.717888,-74.00735
"369857",40.720074,-73.988365
"369858",40.74212,-73.99097
"369859",40.759163,-73.97675
"369911",40.801003,-73.95524
"369923",40.71262,-73.99041
"369934",40.72853,-73.98389
"369942",40.75336,-73.96962
"370003",40.72771,-73.97807
"370004",40.74238,-74.00882
"370027",40.745617,-73.97195
"370031",40.752964,-73.98368
"370032",40.815327,-73.93576
"370061",40.743824,-73.979515
"370063",40.747444,-73.99192
"370073",40.762333,-73.99349
"370137",40.76479,-73.98429
"370144",40.803696,-73.93792
"370151",40.740326,-73.97312
"370159",40.75398,-73.977264
"370189",40.76227,-73.99581
"370199",40.75938,-73.96816
"370230",40.735535,-74.0017
"370332",40.725025,-74.005905
"370333",40.85164,-73.93606
"370361",40.765884,-73.95357
"370387",40.773006,-73.96033
"370388",40.76593,-73.99088
"370398",40.861343,-73.92544
"370427",40.73991,-73.99153
"370441",40.85691,-73.9349
"370461",40.79701,-73.93378
"370471",40.74303,-73.98917
"370473",40.760345,-73.98541
"370476",40.760925,-73.99454
"370490",40.746338,-73.98611
"370514",40.71813,-73.99078
"370515",40.715427,-73.99368
"370545",40.790314,-73.93957
"370567",40.768024,-73.97029
"370575",40.846764,-73.933784
"370601",40.792088,-73.947975
"370606",40.74724,-73.98543
"370615",40.804745,-73.938324
"370622",40.720142,-74.008545
"370629",40.723392,-73.992874
"370635",40.759,-73.99221
"370638",40.723663,-73.992775
"370657",40.760708,-73.99097
"370685",40.81427,-73.93722
"370717",40.76551,-73.97795
"370722",40.720753,-74.01008
"370728",40.76319,-73.98633
"370738",40.746002,-73.99427
"370772",40.72433,-73.9966
"370787",40.745228,-74.00597
"370825",40.850258,-73.93572
"370828",40.776867,-73.955414
"370848",40.754757,-73.97409
"370855",40.72134,-74.00848
"370874",40.741375,-73.978355
"370878",40.67059,-73.93404
"370899",40.75003,-73.98434
"370936",40.735302,-74.00994
"370945",40.71663,-73.99458
"370959",40.83718,-73.942604
"371005",40.746204,-73.97718
"371015",40.715008,-73.990974
"371029",40.741253,-73.99099
"371069",40.759533,-73.99182
"371075",40.736248,-73.98212
"371076",40.773975,-73.98875
"371077",40.799984,-73.932495
"371081",40.74286,-74.00582
"371093",40.824593,-73.93817
"371103",40.84544,-73.93869
"371133",40.788357,-73.97453
"371139",40.77774,-73.98598
"371206",40.710083,-73.99411
"371236",40.724766,-73.99198
"371258",40.815575,-73.94433
"371266",40.771103,-73.96383
"371288",40.73599,-73.98946
"371293",40.75783,-73.99125
"371318",40.751873,-73.98679
"371319",40.794895,-73.97447
"371328",40.73403,-73.995056
"371349",40.76911,-73.963165
"371350",40.83723,-73.93884
"371397",40.85854,-73.93169
"371403",40.85125,-73.93279
"371423",40.79191,-73.94151
"371459",40.75065,-73.98389
"371470",40.808224,-73.96652
"371486",40.753853,-73.969284
"371487",40.753426,-73.99048
"371534",40.73104,-73.99961
"371539",40.73408,-73.989075
"371555",40.759293,-73.968254
"371565",40.71721,-74.000595
"371578",40.7879,-73.95368
"371582",40.726723,-73.98
"371591",40.71686,-74.012215
"371609",40.752995,-73.99137
"371619",40.758533,-73.98885
"371627",40.725994,-74.009224
"371662",40.732384,-73.9872
"371688",40.717396,-74.00516
"371697",40.73118,-73.9821
"371705",40.78642,-73.97411
"371741",40.733864,-74.00452
"371742",40.82035,-73.93813
"371744",40.76812,-73.95887
"371748",40.80192,-73.93417
"371800",40.76022,-73.957634
"371801",40.76416,-73.968895
"371811",40.86674,-73.92873
"371831",40.855556,-73.92918
"371844",40.742134,-73.983154
"371854",40.74185,-73.974915
"371858",40.71654,-73.996994
"371862",40.763996,-73.99601
"371874",40.752724,-73.996796
"371875",40.73017,-73.98587
"371882",40.771053,-73.98715
"371885",40.796646,-73.93803
"371919",40.75568,-73.966576
"371925",40.83948,-73.93604
"371928",40.786255,-73.955925
"371940",40.75863,-73.9794
"371951",40.72223,-73.99947
"371971",40.798843,-73.943596
"372000",40.736732,-73.98759
"372019",40.75133,-73.99142
"372021",40.839596,-73.941956
"372045",40.76119,-73.97105
"372072",40.790997,-73.94931
"372076",40.735565,-73.98975
"372086",40.821434,-73.94647
"372091",40.770695,-73.98216
"372096",40.736176,-74.00353
"372099",40.80573,-73.93855
"372108",40.72758,-74.00549
"372115",40.79914,-73.96472
"372128",40.86064,-73.93078
"372140",40.716423,-74.00971
"372152",40.75727,-73.9637
"372171",40.714462,-73.98535
"372175",40.750427,-73.98311
"372202",40.758976,-73.981094
"372211",40.74509,-73.99491
"372212",40.711746,-74.006996
"372221",40.849552,-73.932526
"372239",40.781063,-73.949425
"372252",40.752552,-73.97021
"372294",40.71789,-73.98948
"372319",40.817398,-73.94274
"372377",40.76817,-73.9528
"372378",40.708508,-74.01108
"372385",40.81419,-73.947044
"372413",40.82846,-73.9474
"372442",40.71911,-73.99003
"372453",40.71636,-73.996544
"372458",40.807537,-73.93511
"372480",40.718693,-73.99663
"372498",40.73814,-74.00648
"372506",40.78056,-73.98022
"372523",40.812504,-73.94296
"372525",40.75114,-73.99053
"372547",40.7235,-73.98695
"372563",40.73558,-73.99259
"372594",40.808804,-73.95589
"372608",40.76706,-73.98264
"372621",40.763615,-73.997
"372625",40.713432,-73.99456
"372634",40.758167,-73.97536
"372656",40.82943,-73.94196
"372657",40.82523,-73.94761
"372747",40.707256,-74.005356
"372758",40.750553,-73.98366
"372770",40.736465,-73.98697
"372814",40.716747,-73.993706
"372817",40.728764,-73.980545
"372828",40.75461,-73.98677
"372859",40.71362,-73.99554
"372867",40.803123,-73.94045
"372870",40.753384,-73.978584
"372894",40.73687,-73.98457
"372902",40.711105,-74.000404
"372919",40.764915,-73.95517
"372966",40.738903,-73.99638
"372972",40.73476,-73.9794
"372973",40.740356,-73.99622
"373003",40.7168,-74.0148
"373012",40.79676,-73.9451
"373019",40.813427,-73.95886
"373026",40.80133,-73.95765
"373048",40.746483,-73.991554
"373058",40.74734,-73.99702
"373087",40.793438,-73.97487
"373106",40.757694,-74.000595
"373107",40.765736,-73.98733
"373160",40.717915,-73.9991
"373167",40.809708,-73.94607
"373174",40.716927,-74.000824
"373175",40.731464,-74.00314
"373178",40.76729,-73.98008
"373180",40.74185,-73.98253
"373181",40.760563,-73.96939
"373195",40.722145,-73.98171
"373217",40.745934,-73.97797
"373233",40.763123,-73.99294
"373239",40.74487,-73.9897
"373247",40.74754,-73.986435
"373253",40.7644,-73.99199
"373273",40.756714,-73.988556
"373289",40.799458,-73.95154
"373295",40.760128,-73.964714
"373308",40.7959,-73.938576
"373315",40.753456,-73.99443
"373324",40.744907,-73.98715
"373343",40.75911,-73.98631
"373364",40.738728,-73.99413
"373376",40.77632,-73.96002
"373454",40.772964,-73.95827
"373460",40.71762,-74.00028
"373477",40.764786,-73.96844
"373512",40.816772,-73.9432
"373547",40.82804,-73.94251
"373554",40.73075,-73.97415
"373555",40.83459,-73.9445
"373573",40.7175,-74.00902
"373585",40.7599,-73.9699
"373610",40.765472,-73.985886
"373630",40.826622,-73.93785
"373696",40.740482,-73.979004
"373704",40.82925,-73.94153
"373725",40.812557,-73.935715
"373747",40.739136,-73.99926
"373768",40.71975,-73.992165
"373810",40.73033,-73.99262
"373815",40.770493,-73.99183
"373852",40.815693,-73.948685
"373859",40.801105,-73.95253
"373873",40.75953,-73.98442
"373881",40.738796,-73.97716
"373888",40.868347,-73.918274
"373920",40.789955,-73.94496
"373936",40.76062,-73.994774
"373954",40.73713,-73.99678
"373966",40.750587,-73.99091
"373987",40.722824,-73.99443
"374006",40.71343,-73.99627
"374011",40.81653,-73.93488
"374045",40.723473,-73.99973
"374056",40.751595,-73.98422
"374080",40.828743,-73.93906
"374093",40.725933,-73.99634
"374106",40.81386,-73.95669
"374130",40.7108,-74.00342
"374141",40.74044,-73.9946
"374156",40.764736,-73.98804
"374176",40.835754,-73.941185
"374194",40.814632,-73.9442
"374206",40.748398,-73.97472
"374211",40.720234,-73.98448
"374215",40.75067,-73.98591
"374232",40.809746,-73.958916
"374250",40.82608,-73.940834
"374279",40.815903,-73.94515
"374373",40.707443,-74.007614
"374391",40.71662,-73.99888
"374396",40.757298,-73.96846
"374409",40.75319,-73.98023
"374434",40.728165,-73.98853
"374453",40.739674,-73.99095
"374462",40.721275,-73.9778
"374475",40.759296,-73.977036
"374486",40.71188,-73.98986
"374517",40.74255,-73.98987
"374518",40.755516,-73.99161
"374544",40.715485,-73.98514
"374549",40.76873,-73.985115
"374550",40.75988,-73.972
"374558",40.71532,-74.00905
"374566",40.71766,-74.007545
"374598",40.748466,-73.99247
"374641",40.72394,-73.97662
"374645",40.75774,-73.96335
"374649",40.745693,-73.98776
"374660",40.716454,-73.98058
"374666",40.818188,-73.95036
"374688",40.804886,-73.96248
"374695",40.720726,-73.9889
